LastUpdate;Country;Category;Indicator (text in app);Cod.Category;Cod.Indicator;value;comment
15-06-20;EST;Services;Are beaches and tourist areas openly accessible?;3;5;Y;"As of June 1, saunas, spas, swimming pools, water centres, certain leisure-time establishments such as bowling, billiards and playrooms for children, may open. The requirements not to exceed 50% of visitors capacity, carrying out regular disinfection and ""2 + 2 rule"" must be complied. Casinos and arcades can be opened again, but establishments must comply with the maximum 50% visitor capacity requirement, and no more than 50 visitors are allowed to stay simultaneously on the premises. In addition, disinfectants must be available for staff and clients. Night clubs and adult clubs remain closed until further notice."
15-06-20;EST;Services;Are museums & heritage sites open?;3;6;Y;"Museums and heritage sites are open and welcoming visitors, with precaution methods and processes in order to ensure people safety. The requirements not to exceed 50% of visitors capacity, carrying out regular disinfection and ""2 + 2 rule"" must be complied."
15-06-20;EST;Services;Are personal care services available?;3;7;Y;As of June 1, saunas, spas, swimming pools, and water centres, as well as certain leisure-time establishments and personal care services may open. The requirement for not exceeding 50% visitor capacity, for carrying out regular disinfection and for 2 + 2 rule must be compiled according to the instructions of the Health Board.
15-06-20;EST;Services;Are places of worship accessible?;3;8;Y;"From June 1 to June 30, events are allowed both indoors and outdoors. However, the organiser must ensure compliance with the ""2+2 rule"" and the venue's maximum 50% audience capacity requirement. No more than 100 persons may take part in the event. Events held outdoors may not be attended by more than 100 persons. As of July 1, no more than 500 people may participate in an indoor event, even if the 50% attendee capacity of the venue is not exceeded. The amount in outdoor events may be up to 1000 persons."
15-06-20;EST;Services;Are arrangements for “closed door” (i.e. organised coach tours without intermediate pickup) tourism packages available?;3;9;;
15-06-20;EST;Health & Safety;Are there any risk areas under lockdown in this country?;4;1;N;There are no risk areas under lockdown in Estonia.
15-06-20;EST;Health & Safety;Is a mask required in public?;4;2;;It is not obligatory to wear masks in Estonia. However, the Health Board recommends wearing masks in public indoor establishments and for travellers who, due to their age or general health status, might be at a higher risk of infection. Masks are sold in every pharmacy and there is sufficient stock. On international routes, some bus and/or flight operator may require  passengers to wear masks (or scarves in some cases) while onboard, but this is not mandatory when travelling on public transport within Estonia. 
15-06-20;EST;Health & Safety;Is physical distancing required?;4;3;Y;The government has established requirements on which the Health Board's guidelines for various companies providing tourism services are based. The most important among these, both in public places and for the consumption of all services, is the 2 + 2 rule. i.e. maintain at least 2-metre distance from other people in public places and indoors (except at home). Public places include e.g. shops and shopping centres, restaurants, beaches, promenades, hiking trails etc. There may stay up to two persons together in a public place. This restriction does not apply to families, and to people performing public tasks.
15-06-20;EST;Health & Safety;Health protocols for tourism services and tourists;4;4;N;There is no specific ban on travelling for individuals or  groups. However, restrictions on the consumption of services must be taken into account, the main requirement being the 2 + 2 rule in public places. In some cases, there are also restrictions on the number of simultaneous visitors in tourist attractions. Main rule 2 + 2. People should comply with a so-called 2 + 2 rule, i.e. in public places and indoors (except at home) at least 2-metre distance should be maintained from other people. Public places include also shops, beaches, promenades, hiking trailsetc. There may be up to two people in a public place together. This restriction does not apply to families, and to people performing public tasks.
15-06-20;EST;Health & Safety;Safety measures for public transportation;4;5;;It is not obligatory to wear masks in Estonia. However, the Health Board recommends wearing one in public indoor establishments and for those travellers, who due to their age or general health status might be at a higher risk of infection. Masks are sold in every pharmacy and there is sufficient stock. Some bus and/or flight operators may require on international routes the passengers to wear masks (or scarves in some cases) while onboard, but this is not mandatory when travelling in public transportation within Estonia. 
15-06-20;EST;Health & Safety;Other measures;4;6;;"Until June 30, the ""2+2 rule"" and the limit of 100 participants apply to sport competitions held indoors without spectators. It is allowed to organise a sport competition outdoors with spectators if the number of participants does not exceed 100. The organiser must ensure that disinfectants are available. From July 1, sport competitions can be held with spectators, provided that the ""2+2 rule"" is observed. The organisers must comply with the venue's maximum 50% spectator capacity requirement, and no more than 500 persons may take part to an indoor event. It is allowed to organise a sport competition outdoors with up to 1,000 participants, if the same rules are followed. The total number of participants includes athletes, spectators, organisers and other relevant staff. "
15-06-20;EST;Health & Safety;Recommended contact tracing app;4;7;N;The country is planning to incorporate contact tracing mobile application / tools in its national contact tracing procedure. There is no reccommended tracing app yet
15-06-20;EST;Health & Safety;Gatherings;4;8;;"From June 1 to June 30, public events, such as film screenings in movie theatres, theatre performances, fairs, festivals and conferences are allowed both indoors and outdoors. However, the organiser must ensure compliance with the ""2+2 rule"" and the venue's maximum 50% audience capacity requirement. No more than 100 persons may take part in the event. Public events held outdoors may not be attended by more than 100 persons. Drive-in cinemas and concerts can be held outdoors as well as in suitable indoor facilities, e.g. in a large hangar. The ""2+2 rule"" must be followed and there must be sufficient distance between parked cars. As with outdoor events, disinfectants must also be provided at the venue's entrance where necessary. As of July 1, no more than 500 people may participate in an indoor event, even if the 50% attendee capacity of the venue is not exceeded. The amount in outdoor events may be up to 1000 persons."
29-06-20;EST;Info;National information;1;1;;PLEASE DO NOT FILL THIS FIELD
29-06-20;EST;Info;Regional information;1;2;;No regional variations.
29-06-20;EST;Info;EU initiatives;1;3;;PLEASE DO NOT FILL THIS FIELD
29-06-20;EST;Info;Voucher schemes;3;10;;
29-06-20;EST;Info;National website with COVID-related information for TOURISM;1;5;;"<a href=""https://www.kriis.ee/en/travelling-and-border-crossing"">Travelling and border crossing</a>"
29-06-20;EST;Info;National website with COVID-related inofrmation for TRANSPORT;1;6;;"<a href=""https://www.kriis.ee/en/travelling-and-border-crossing"">Travelling and border crossing</a>"
29-06-20;EST;Info;National website about COVID situation;1;7;;"<a href=""http://koroonaviirus.ee"">Info Coronavirus</a>"
29-06-20;EST;Info;National Helpline for COVID;1;8;;"+372 634 6630; 1220*, 1247*"
29-06-20;EST;Info;Restrictions on the provision of tourist services at national or sub-national/regional level;1;9;;
29-06-20;EST;Info;Useful Info for tourists;1;10;;"Before starting your journey, please check visa requirements for your destination at: <a href=""https://ec.europa.eu/home-affairs/what-we-do/policies/borders-and-visas/visa-policy/schengen_visa_en"">The Schengen visa</a>

<a href=""https://www.kriis.ee/en"">More info</a>"
29-06-20;EST;Travel;May I freely move within this country?;2;1;Y;
29-06-20;EST;Travel;From within the EU/EEA, may I enter or exit this country for tourism? ;2;2;WL;Travellers must come from countries with less than 25 COVID cases per 100 000 persons in last 14 days. From 01/06, Estonia admits people with no Covid-19 symptoms arriving from the European Union, the members of the Schengen area or the United Kingdom and Northern Ireland, but quarantine requirements may apply. The compulsory quarantine for people arriving in Estonia depends on whether the coronavirus infection rate in the country of departure - where they have spent at least 14 days before departure - is above 15 per 100 000 inhabitants. Anyone arriving in Estonia from a country with a higher infection rate must self-isolate for two weeks on arrival. Information on countries and quarantine requirements is updated every Friday. 
